Component,Publication Grant Number,Publication Doi,Publication Journal,Pubmed Id,Publication Title,Pubmed Url,Publication Year,Publication Keywords,Publication Authors,Publication Abstract,Publication Assay,Publication Tumor Type,Publication Tissue,Publication Dataset Alias,Publication Accessibility,PublicationView_id,Id,entityId,Dataset View_id
PublicationView,CA217450,10.1158/2159-8290.cd-22-0620,Cancer Discov,37062002,Integrative Analysis of a Large Real-World Cohort of Small Cell Lung Cancer Identifies Distinct Genetic Subtypes and Insights into Histologic Transformation,https://pubmed.ncbi.nlm.nih.gov/37062002,2023,,"Smruthy Sivakumar, Jay A Moore, Meagan Montesion, Radwa Sharaf, Douglas I Lin, Caterina I Colón, Zoe Fleishmann, Ericka M Ebot, Justin Y Newberg, Jennifer M Mills, Priti S Hegde, Quintin Pan, Afshin Dowlati, Garrett M Frampton, Julien Sage, Christine M Lovly","Small cell lung cancer (SCLC) is a recalcitrant neuroendocrine carcinoma with dismal survival outcomes. A major barrier in the field has been the relative paucity of human tumors studied. Here we provide an integrated analysis of 3,600 ""real-world"" SCLC cases. This large cohort allowed us to identify new recurrent alterations and genetic subtypes, including STK11-mutant tumors (1.7%) and TP53/RB1 (Read more on Pubmed)","Next Generation Sequencing, Hematoxylin and Eosin Staining Method","Lung Non-Small Cell Carcinoma, Lung Small Cell Carcinoma, Lung Adenocarcinoma",Lung,Not Applicable,Open Access,37062002,3fc20b5f-f546-4e72-a379-91d9b1983efa,syn52543482,37062002
PublicationView,CA217450,10.1158/1078-0432.ccr-22-2242,Clin Cancer Res,37071497,Dynamics of Sequence and Structural Cell-Free DNA Landscapes in Small-Cell Lung Cancer,https://pubmed.ncbi.nlm.nih.gov/37071497,2023,,"Lavanya Sivapalan, Wade T Iams, Zineb Belcaid, Susan C Scott, Noushin Niknafs, Archana Balan, James R White, Prasad Kopparapu, Christopher Cann, Blair V Landon, Gavin Pereira, Victor E Velculescu, Christine L Hann, Christine M Lovly, Valsamo Anagnostou","Purpose: Patients with small-cell lung cancer (SCLC) have an exceptionally poor prognosis, calling for improved real-time noninvasive biomarkers of therapeutic response. Experimental design: We performed targeted error-correction sequencing on 171 serial plasmas and matched white blood cell (WBC) DNA from 33 patients with metastatic SCLC who received treatment with chemotherapy (n = 16) or immunot(Read more on Pubmed)","Next Generation Sequencing, Targeted Error Correction Sequencing ",Lung Small Cell Carcinoma,Lung,EGAS00001006831,Open Access,37071497,d719f25e-f757-44c1-a925-ebf3f7962060,syn52543482,37071497
PublicationView,CA217450,10.1093/neuonc/noad021,Neuro Oncol,36689332,GBMdeconvoluteR accurately infers proportions of neoplastic and immune cell populations from bulk glioblastoma transcriptomics data,https://pubmed.ncbi.nlm.nih.gov/36689332,2023,"Immune, Deconvolution, Glioblastoma, Neoplastic, Transcriptomics","Shoaib Ajaib, Disha Lodha, Steven Pollock, Gemma Hemmings, Martina A Finetti, Arief Gusnanto, Aruna Chakrabarty, Azzam Ismail, Erica Wilson, Frederick S Varn, Bethany Hunter, Andrew Filby, Asa A Brockman, David McDonald, Roel G W Verhaak, Rebecca A Ihrie, Lucy F Stead",Background: Characterizing and quantifying cell types within glioblastoma (GBM) tumors at scale will facilitate a better understanding of the association between the cellular landscape and tumor phenotypes or clinical correlates. We aimed to develop a tool that deconvolutes immune and neoplastic cells within the GBM tumor microenvironment from bulk RNA sequencing data. Methods: We developed an IDH(Read more on Pubmed),"Single Cell RNA-Sequencing, RNA Sequencing, Imaging Mass Cytometry, Computational Tool
",Glioblastoma,Brain,Not Applicable,Open Access,36689332,aa137363-f479-4bd8-9bef-98b418cb02ed,syn52543482,36689332
PublicationView,CA217450,10.1245/s10434-021-10379-2,Ann Surg Oncol,34365557,Circulating Hybrid Cells: A Novel Liquid Biomarker of Treatment Response in Gastrointestinal Cancers,https://pubmed.ncbi.nlm.nih.gov/34365557,2021,,"Brett S Walker, Thomas L Sutton, Luai Zarour, John G Hunter, Stephanie G Wood, V Liana Tsikitis, Daniel O Herzig, Charles D Lopez, Emerson Y Chen, Skye C Mayo, Melissa H Wong","Background: Real-time monitoring of treatment response with a liquid biomarker has potential to inform treatment decisions for patients with rectal adenocarcinoma (RAC), esophageal adenocarcinoma (EAC), and colorectal liver metastasis (CRLM). Circulating hybrid cells (CHCs), which have both immune and tumor cell phenotypes, are detectable in the peripheral blood of patients with gastrointestinal c(Read more on Pubmed)","Immunohistochemistry Staining Method, Flow Cytometry","Rectal Adenocarcinoma, Esophageal Adenocarcinoma","Rectum, Esophagus",Not Applicable,Open Access,34365557,60784693-77df-4c11-8597-c171b3dac312,syn52543482,34365557
PublicationView,CA217450,10.1186/s12943-023-01789-9,Mol Cancer,37270599,CXCR2 expression during melanoma tumorigenesis controls transcriptional programs that facilitate tumor growth,https://pubmed.ncbi.nlm.nih.gov/37270599,2023,"Melanoma, Genomic analysis, Cxcr2, Genetic Mouse Models, Tumor Immune Microenvironment","J Yang, K Bergdorf, C Yan, W Luo, S C Chen, G D Ayers, Q Liu, X Liu, M Boothby, V L Weiss, S M Groves, A N Oleskie, X Zhang, D Y Maeda, J A Zebala, V Quaranta, A Richmond","Background: Though the CXCR2 chemokine receptor is known to play a key role in cancer growth and response to therapy, a direct link between expression of CXCR2 in tumor progenitor cells during induction of tumorigenesis has not been established. Methods: To characterize the role of CXCR2 during melanoma tumorigenesis, we generated tamoxifen-inducible tyrosinase-promoter driven Braf<sup>V600E</sup>(Read more on Pubmed)","Cell Culture, RNA Sequencing, ChIP-Seq, RT-qPCR, Flow Cytometry",Cutaneous Melanoma,Skin,GSE223285,Open Access,37270599,3888fd2b-19f4-45ee-a7ea-3df9b30cc193,syn52543482,37270599
PublicationView,CA217450,10.1371/journal.pcbi.1011215,PLoS Comput Biol,37406008,Unified tumor growth mechanisms from multimodel inference and dataset integration,https://pubmed.ncbi.nlm.nih.gov/37406008,2023,,"Samantha P Beik, Leonard A Harris, Michael A Kochen, Julien Sage, Vito Quaranta, Carlos F Lopez","Mechanistic models of biological processes can explain observed phenomena and predict responses to a perturbation. A mathematical model is typically constructed using expert knowledge and informal reasoning to generate a mechanistic explanation for a given observation. Although this approach works well for simple systems with abundant data and well-established principles, quantitative biology is o(Read more on Pubmed)",Mathematical Modeling,Lung Small Cell Carcinoma,Lung,Not Applicable,Open Access,37406008,23dd7f47-26dd-42c5-a16e-51e32f202272,syn52543482,37406008
PublicationView,CA217450,10.1038/s41580-023-00576-0,Nat Rev Mol Cell Biol,36765164,Context-specific regulation of extracellular vesicle biogenesis and cargo selection,https://pubmed.ncbi.nlm.nih.gov/36765164,2023,,"Andrew C Dixson, T Renee Dawson, Dolores Di Vizio, Alissa M Weaver","To coordinate, adapt and respond to biological signals, cells convey specific messages to other cells. An important aspect of cell-cell communication involves secretion of molecules into the extracellular space. How these molecules are selected for secretion has been a fundamental question in the membrane trafficking field for decades. Recently, extracellular vesicles (EVs) have been recognized as(Read more on Pubmed)",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access,36765164,83b18df8-5430-4438-9ff0-7609f8118a8d,syn52543482,36765164
