Component,Publication Grant Number,Publication Doi,Publication Journal,Pubmed Id,Publication Title,Pubmed Url,Publication Year,Publication Keywords,Publication Authors,Publication Abstract,Publication Assay,Publication Tumor Type,Publication Tissue,Publication Dataset Alias,Publication Accessibility,PublicationView_id,Id,entityId,Dataset View_id
PublicationView,CA254886,10.1242/jcs.260753,J Cell Sci,37288769,"Confinement plus myosin-II suppression maximizes heritable loss of chromosomes, as revealed by live-cell ChReporters",https://pubmed.ncbi.nlm.nih.gov/37288769,2023,"Myosin, Heritability, Aneuploidy, Compression, Rigidity, Confinement","Brandon H Hayes, Peter Kuangzheng Zhu, Mai Wang, Charlotte R Pfeifer, Yuntao Xia, Steven Phan, Jason C Andrechak, Junhong Du, Michael P Tobin, Alisya Anlas, Lawrence J Dooling, Manasvita Vashisth, Jerome Irianto, Michael A Lampson, Dennis E Discher","The mechanical environment of a cell can have many effects, but whether it impacts the DNA sequence of a cell has remained unexamined. To investigate this, we developed a live-cell method to measure changes in chromosome numbers. We edited constitutive genes with GFP or RFP tags on single alleles and discovered that cells that lose Chromosome reporters (ChReporters) become non-fluorescent. We appl(Read more on Pubmed)",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access,37288769,95848203-6bef-4e23-8d9a-764945e5ada8,syn52566240,37288769
PublicationView,CA254886,10.1083/jcb.202208123,J Cell Biol,37212777,"Small lipid droplets are rigid enough to indent a nucleus, dilute the lamina, and cause rupture",https://pubmed.ncbi.nlm.nih.gov/37212777,2023,,"Irena L Ivanovska, Michael P Tobin, Tianyi Bai, Lawrence J Dooling, Dennis E Discher","The nucleus in many cell types is a stiff organelle, but fat-filled lipid droplets (FDs) in cytoplasm are seen to indent and displace the nucleus. FDs are phase-separated liquids with a poorly understood interfacial tension γ that determines how FDs interact with other organelles. Here, micron-sized FDs remain spherical as they indent peri-nuclear actomyosin and the nucleus, while causing local di(Read more on Pubmed)",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access,37212777,fae56dc8-957e-4639-9c86-4a4b0b5f66a3,syn52566240,37212777
