Component,Publication Grant Number,Publication Doi,Publication Journal,Pubmed Id,Pubmed Url,Publication Title,Publication Year,Publication Keywords,Publication Authors,Publication Abstract,Publication Assay,Publication Tumor Type,Publication Tissue,Publication Dataset Alias,Publication Accessibility,PublicationView_id,Id,entityId
PublicationView,CA209992,10.1016/j.isci.2023.106175,iScience,36788793,https://pubmed.ncbi.nlm.nih.gov/36788793,SARS-CoV-2 leverages airway epithelial protective mechanism for viral infection,2023,"Virology, Biological sciences, immunology, Transcriptomics","Allison Marie Greaney, Micha Sam Brickman Raredon, Maria P Kochugaeva, Laura E Niklason, Andre Levchenko","Despite much concerted effort to better understand severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) viral infection, relatively little is known about the dynamics of early viral entry and infection in the airway. Here we analyzed a single-cell RNA sequencing dataset of early SARS-CoV-2 infection in a humanized <i>in vitro</i> model, to elucidate key mechanisms by which the virus triggers a cell-systems-level response in the bronchial epithelium. We find that SARS-CoV-2 virus preferentially enters the tissue via ciliated cell precursors, giving rise to a population of infected mature ciliated cells, which signal to basal cells, inducing further rapid differentiation. This feedforward loop of infection is mitigated by further cell-cell communication, before interferon signaling begins at three days post-infection. These findings suggest hijacking by the virus of potentially beneficial tissue repair mechanisms, possibly exacerbating the outcome. This work both elucidates the interplay between barrier tissues and viral infections and may suggest alternative therapeutic approaches targeting non-immune response mechanisms.","Single Cell RNA-Sequencing, Gene Ontology Enrichment Analysis",Not Applicable,Not Applicable,GSE166766,Open Access,36788793,f82578bf-a616-4d49-be94-dd5f7cba09ff,syn52500281
