Component,Publication Grant Number,Publication Doi,Publication Journal,Pubmed Id,Pubmed Url,Publication Title,Publication Year,Publication Keywords,Publication Authors,Publication Abstract,Publication Assay,Publication Tumor Type,Publication Tissue,Publication Dataset Alias,Publication Accessibility,PublicationView_id,Id,entityId
PublicationView,CA210180,10.1038/s42255-023-00890-z,Nat Metab,37798473,https://pubmed.ncbi.nlm.nih.gov/37798473,Spatially resolved metabolomics and isotope tracing reveal dynamic metabolic responses of dentate granule neurons with acute stimulation,2023,,"Anne Miller, Elisa M York, Sylwia A Stopka, Juan Ramón Martínez-François, Md Amin Hossain, Gerard Baquer, Michael S Regan, Nathalie Y R Agar, Gary Yellen","Neuronal activity creates an intense energy demand that must be met by rapid metabolic responses. To investigate metabolic adaptations in the neuron-enriched dentate granule cell (DGC) layer within its native tissue environment, we employed murine acute hippocampal brain slices, coupled with fast metabolite preservation and followed by mass spectrometry (MS) imaging, to generate spatially resolved(Read more on Pubmed)",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access,37798473,8f0d9ec7-e39e-4a40-824d-85d861f56e3c,syn52500355
