Component,Publication Grant Number,Publication Doi,Publication Journal,Pubmed Id,Pubmed Url,Publication Title,Publication Year,Publication Keywords,Publication Authors,Publication Abstract,Publication Assay,Publication Tumor Type,Publication Tissue,Publication Dataset Alias,Publication Accessibility,PublicationView_id
PublicationView,CA253248,10.1182/bloodadvances.2022007798,Blood Adv,35977099,https://pubmed.ncbi.nlm.nih.gov/35977099,Lymphatic coagulation and neutrophil extracellular traps in lung-draining lymph nodes of COVID-19 decedents,2022,,"Margo E MacDonald, Rachel K Weathered, Emma C Stewart, Alexandra I Magold, Anish Mukherjee, Sandeep Gurbuxani, Heather Smith, Phillip McMullen, Jeffrey Mueller, Aliya N Husain, Calixto M Salles, Priscilla S Briquez, Sherin J Rouhani, Jovian Yu, Jonathan Trujillo, Athalia R Pyzer, Thomas F Gajewski, Anne I Sperling, Witold W Kilarski, Melody A Swartz","Clinical manifestations of severe COVID-19 include coagulopathies that are exacerbated by the formation of neutrophil extracellular traps (NETs). Here, we report that pulmonary lymphatic vessels, which traffic neutrophils and other immune cells to the lung-draining lymph node (LDLN), can also be blocked by fibrin clots in severe COVID-19. Immunostained tissue sections from COVID-19 decedents revea(Read more on Pubmed)","Hematoxylin and Eosin Staining Method, Immunofluorescent Staining Method",Not Applicable,Not Applicable,Not Applicable,Open Access,35977099
