File Paths,target_id
./output/master_output_upload/CA210184_publication.csv,syn32698226
./output/master_output_upload/CA264620_publication.csv,syn32698497
./output/master_output_upload/CA274499_publication.csv,syn43447156
./output/master_output_upload/CA210173_publication.csv,syn32698222
./output/master_output_upload/CA251443_publication.csv,syn35270499
./output/master_output_upload/CA263001_publication.csv,syn43447092
./output/master_output_upload/CA217655_publication.csv,syn32698018
./output/master_output_upload/CA217297_publication.csv,syn32698273
./output/master_output_upload/CA193461_publication.csv,syn32698203
./output/master_output_upload/CA215845_publication.csv,syn32698289
./output/master_output_upload/CA217514_publication.csv,syn35270557
./output/master_output_upload/CA268072_publication.csv,syn35270530
./output/master_output_upload/CA224013_publication.csv,syn35270551
./output/master_output_upload/CA274502_publication.csv,syn43447174
./output/master_output_upload/CA209975_publication.csv,syn32698159
./output/master_output_upload/CA217376_publication.csv,syn32698091
./output/master_output_upload/CA253248_publication.csv,syn35270482
./output/master_output_upload/CA217378_publication.csv,syn32698086
./output/master_output_upload/CA253540_publication.csv,syn32698462
./output/master_output_upload/CA243072_publication.csv,syn32698423
./output/master_output_upload/CA224012_publication.csv,syn35270567
./output/master_output_upload/CA232161_publication.csv,syn32698075
./output/master_output_upload/CA193489_publication.csv,syn32698198
./output/master_output_upload/CA268084_publication.csv,syn52499923
./output/master_output_upload/CA268083_publication.csv,syn35270525
./output/master_output_upload/CA224044_publication.csv,syn35270583
./output/master_output_upload/CA249799_publication.csv,syn35270472
./output/master_output_upload/CA253472_publication.csv,syn32698457
./output/master_output_upload/CA241137_publication.csv,syn35270505
./output/master_output_upload/CA253547_publication.csv,syn32698467
./output/master_output_upload/CA235747_publication.csv,syn35270598
./output/master_output_upload/CA232137_publication.csv,syn32698071
./output/master_output_upload/CA261717_publication.csv,syn35270541
./output/master_output_upload/CA210180_publication.csv,syn32698217
./output/master_output_upload/CA274492_publication.csv,syn43447140
./output/master_output_upload/CA264583_publication.csv,syn35270603
./output/master_output_upload/CA261701_publication.csv,syn35270546
./output/master_output_upload/CA214282_publication.csv,syn32698029
./output/master_output_upload/CA271273_publication.csv,syn43447120
./output/master_output_upload/CA209971_publication.csv,syn32698166
./output/master_output_upload/CA253553_publication.csv,syn32698451
./output/master_output_upload/CA217450_publication.csv,syn32698096
./output/master_output_upload/CA193417_publication.csv,syn32698194
./output/master_output_upload/CA254886_publication.csv,syn32698517
./output/master_output_upload/CA274509_publication.csv,syn43447186
./output/master_output_upload/CA256481_publication.csv,syn35270487
./output/master_output_upload/CA202123_publication.csv,syn32698231
./output/master_output_upload/CA225088_publication.csv,syn32698012
./output/master_output_upload/CA261694_publication.csv,syn35270536
./output/master_output_upload/CA238728_publication.csv,syn32698438
./output/master_output_upload/CA220378_publication.csv,syn32698058
./output/master_output_upload/CA256054_publication.csv,syn35270510
./output/master_output_upload/CA214411_publication.csv,syn32698362
./output/master_output_upload/CA225566_publication.csv,syn32698345
./output/master_output_upload/CA250481_publication.csv,syn32698521
./output/master_output_upload/CA209988_publication.csv,syn32698270
./output/master_output_upload/CA232517_publication.csv,syn32698413
./output/master_output_upload/CA193419_publication.csv,syn32698186
./output/master_output_upload/CA232382_publication.csv,syn32698080
./output/master_output_upload/CA210190_publication.csv,syn32698191
./output/master_output_upload/CA209891_publication.csv,syn32698008
./output/master_output_upload/CA209978_publication.csv,syn32698256
./output/master_output_upload/CA238720_publication.csv,syn32698104
./output/master_output_upload/CA268069_publication.csv,syn35270515
./output/master_output_upload/CA241927_publication.csv,syn32698394
./output/master_output_upload/CA250044_publication.csv,syn32698508
./output/master_output_upload/CA210181_publication.csv,syn32698212
