Component,Publication Grant Number,Publication Doi,Publication Journal,Pubmed Id,Pubmed Url,Publication Title,Publication Year,Publication Keywords,Publication Authors,Publication Abstract,Publication Assay,Publication Tumor Type,Publication Tissue,Publication Dataset Alias,Publication Accessibility,PublicationView_id,Id,entityId
PublicationView,CA238720,10.1186/s12943-023-01921-9,Mol Cancer,38229082,https://pubmed.ncbi.nlm.nih.gov/38229082,Patient-specific signaling signatures predict optimal therapeutic combinations for triple negative breast cancer,2024,"EGFR, Information theory, Targeted Therapy, Triple-negative Breast Cancer, Phosphotyrosine Proteomics, Personalized Combined Treatment, Patient-specific Signaling Signatures","Heba Alkhatib, Jason Conage-Pough, Sangita Roy Chowdhury, Denen Shian, Deema Zaid, Ariel M Rubinstein, Amir Sonnenblick, Tamar Peretz-Yablonsky, Avital Granit, Einat Carmon, Ishwar N Kohale, Judy C Boughey, Matthew P Goetz, Liewei Wang, Forest M White, Nataly Kravchenko-Balasha","Triple negative breast cancer (TNBC) is a heterogeneous group of tumors which lack estrogen receptor, progesterone receptor, and HER2 expression. Targeted therapies have limited success in treating TNBC, thus a strategy enabling effective targeted combinations is an unmet need. To tackle these challenges and discover individualized targeted combination therapies for TNBC, we integrated phosphoprot(Read more on Pubmed)","Patient Derived Xenograft, Computational Modeling",Triple-Negative Breast Carcinoma       ,Breast,Not Applicable,Open Access,38229082,5950f894-3e72-4f8b-bd53-7ffaaf42bc35,syn52565432
PublicationView,CA238720,10.1007/978-1-0716-3569-8_10,Methods Mol Biol,38147214,https://pubmed.ncbi.nlm.nih.gov/38147214,System-Level Analysis of the Effects of RPTPs on Cellular Signaling Networks,2024,"Tyrosine phosphorylation, Phosphatase activity, Signaling Networks","Jacqueline Gerritsen, Sophie Rizzo, Damien Thévenin, Forest M White","Tyrosine phosphorylation regulates signaling network activity downstream of receptor tyrosine kinase (RTK) activation. Receptor protein tyrosine phosphatases (RPTPs) serve to dephosphorylate RTKs and their proximal adaptor proteins, thus serving to modulate RTK activity. While the general function of RPTPs is well understood, the direct and indirect substrates for each RPTP are poorly characterize(Read more on Pubmed)",Pending Annotation,Pending Annotation,Pending Annotation,,Restricted Access,38147214,fb161f3e-980d-450f-af67-6c7072301a8f,syn52565432
